               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  36,            0.056548,            0.035777,           0.0041273,             0.65136,             0.49179,             0.53242,             0.22048,            0.052112,            0.032742,           0.0035466,            0.006535,            0.006535,            0.006535
                  37,             0.05518,            0.034257,           0.0042387,             0.66131,             0.54466,              0.5919,             0.26026,            0.050036,            0.031499,           0.0027764,            0.006436,            0.006436,            0.006436
                  38,            0.055468,            0.034194,           0.0041304,             0.66437,             0.51688,             0.56937,              0.2435,            0.051385,            0.032683,           0.0030047,            0.006337,            0.006337,            0.006337
                  39,            0.054919,            0.034936,           0.0038274,             0.68332,             0.55466,             0.60668,             0.26972,            0.049596,            0.031207,           0.0022753,            0.006238,            0.006238,            0.006238
                  40,            0.055533,            0.032677,           0.0039501,             0.69309,             0.57354,             0.62568,             0.27966,             0.04917,            0.030977,           0.0020502,            0.006139,            0.006139,            0.006139
                  41,            0.055516,            0.032798,           0.0039479,             0.69794,             0.56804,              0.6196,             0.27978,            0.049543,            0.031264,           0.0025583,             0.00604,             0.00604,             0.00604
                  42,             0.05452,             0.03391,           0.0035309,             0.69142,             0.58653,             0.63407,             0.28752,            0.049057,            0.030488,           0.0024558,            0.005941,            0.005941,            0.005941
                  43,            0.054013,            0.033776,           0.0038389,             0.70114,             0.59765,             0.64635,             0.29826,             0.04837,            0.030413,           0.0022265,            0.005842,            0.005842,            0.005842
                  44,            0.053161,            0.032191,           0.0034845,             0.70074,             0.59182,             0.64123,             0.28487,            0.048304,            0.030937,           0.0023353,            0.005743,            0.005743,            0.005743
                  45,            0.054282,            0.033004,           0.0037412,              0.7298,             0.58912,             0.65257,             0.29366,            0.047939,            0.030678,           0.0019077,            0.005644,            0.005644,            0.005644
                  46,            0.053242,            0.032744,           0.0034733,             0.72682,             0.61206,             0.66346,             0.29782,            0.047588,            0.030032,           0.0018955,            0.005545,            0.005545,            0.005545
                  47,            0.052886,            0.032254,           0.0031807,             0.73421,             0.61237,             0.67743,              0.3155,            0.047058,            0.029834,           0.0018529,            0.005446,            0.005446,            0.005446
                  48,            0.053111,            0.032334,           0.0036778,             0.75071,              0.6027,             0.67733,             0.32013,            0.046832,            0.029525,           0.0020288,            0.005347,            0.005347,            0.005347
                  49,            0.051925,             0.03069,           0.0031983,             0.72574,             0.61786,             0.67197,             0.30793,            0.046466,            0.029952,           0.0017722,            0.005248,            0.005248,            0.005248
                  50,            0.051657,            0.032484,           0.0033493,             0.75315,             0.60235,             0.67188,             0.30988,            0.047149,            0.030176,            0.002115,            0.005149,            0.005149,            0.005149
                  51,            0.051459,             0.03136,           0.0031367,             0.76321,             0.64104,             0.70174,             0.32666,            0.045849,            0.028721,           0.0015211,             0.00505,             0.00505,             0.00505
                  52,            0.051147,            0.031396,           0.0030929,             0.75409,             0.64138,             0.69973,             0.33864,            0.044993,            0.028411,           0.0016352,            0.004951,            0.004951,            0.004951
                  53,            0.050534,            0.030804,           0.0029266,             0.79322,              0.6581,             0.72986,             0.35483,            0.044328,            0.027968,           0.0014655,            0.004852,            0.004852,            0.004852
                  54,            0.051271,            0.032776,            0.002996,             0.75455,              0.6615,             0.72149,             0.34104,            0.045158,             0.02822,           0.0015587,            0.004753,            0.004753,            0.004753
                  55,            0.050314,            0.030604,           0.0030938,             0.79443,             0.66033,             0.72631,             0.35229,            0.043826,            0.027616,            0.001393,            0.004654,            0.004654,            0.004654
                  56,            0.049894,            0.031765,           0.0027666,             0.77633,             0.65615,             0.72871,             0.35029,            0.043977,            0.028145,           0.0016919,            0.004555,            0.004555,            0.004555
                  57,             0.04983,            0.031462,           0.0029426,             0.80261,             0.67277,              0.7497,             0.36971,            0.042996,            0.027244,           0.0013214,            0.004456,            0.004456,            0.004456
                  58,             0.04922,            0.030231,           0.0027913,             0.81714,             0.67405,             0.75113,             0.37545,            0.043168,            0.026921,           0.0012946,            0.004357,            0.004357,            0.004357
                  59,             0.04908,            0.030701,            0.003061,             0.81425,             0.69424,             0.76151,              0.3785,             0.04241,            0.026789,           0.0011272,            0.004258,            0.004258,            0.004258
                  60,            0.048522,            0.030572,           0.0026337,             0.83043,             0.69242,             0.76326,             0.38693,             0.04208,            0.026297,           0.0012081,            0.004159,            0.004159,            0.004159
                  61,            0.047799,            0.029255,           0.0023631,              0.8186,             0.68055,             0.75428,              0.3759,            0.042528,            0.026965,           0.0012536,             0.00406,             0.00406,             0.00406
                  62,            0.048488,             0.03011,           0.0026282,               0.808,             0.71286,             0.77724,             0.39396,            0.041232,            0.026039,           0.0011481,            0.003961,            0.003961,            0.003961
                  63,            0.047388,            0.029378,           0.0024234,             0.82764,             0.71561,             0.78199,             0.40457,            0.040732,            0.025891,           0.0010797,            0.003862,            0.003862,            0.003862
                  64,            0.047175,            0.028496,           0.0027253,              0.8155,             0.70179,             0.77297,             0.39041,            0.041543,            0.026373,           0.0012181,            0.003763,            0.003763,            0.003763
                  65,            0.046914,            0.029832,           0.0024556,             0.86494,             0.71779,             0.79449,             0.41577,            0.040059,            0.025451,          0.00098471,            0.003664,            0.003664,            0.003664
                  66,             0.04637,            0.028203,           0.0023958,             0.82634,             0.71557,              0.7825,             0.40471,            0.040604,            0.025846,           0.0010945,            0.003565,            0.003565,            0.003565
                  67,            0.047104,            0.029698,           0.0021787,              0.8396,              0.7293,             0.79536,              0.4147,            0.039884,            0.025139,           0.0010416,            0.003466,            0.003466,            0.003466
                  68,            0.046455,            0.029861,           0.0024808,              0.8453,              0.7262,             0.79992,             0.42371,            0.039645,             0.02515,          0.00094319,            0.003367,            0.003367,            0.003367
                  69,            0.045341,            0.028502,           0.0020715,             0.84606,             0.73123,             0.81012,              0.4316,            0.039138,            0.024697,          0.00089341,            0.003268,            0.003268,            0.003268
