               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080558,            0.025033,            0.028388,             0.24092,             0.17409,             0.10165,            0.029562,            0.066137,            0.014956,            0.015578,            0.070062,           0.0033265,           0.0033265
                   1,             0.06406,             0.02025,            0.016321,             0.21592,             0.22544,             0.13971,            0.049249,            0.062113,            0.014912,            0.016338,            0.040048,           0.0066466,           0.0066466
                   2,            0.062577,             0.01988,            0.016173,             0.22188,             0.16398,             0.10669,            0.036674,            0.068009,              0.0159,            0.017285,            0.010022,           0.0099536,           0.0099536
                   3,            0.061795,            0.020383,            0.015614,             0.28162,             0.23799,             0.18315,            0.064092,             0.06121,            0.015152,            0.013796,           0.0099406,           0.0099406,           0.0099406
                   4,            0.059168,            0.020381,            0.014336,             0.31654,              0.2708,             0.20178,            0.068722,            0.057619,            0.014628,            0.013399,           0.0099406,           0.0099406,           0.0099406
                   5,            0.057157,            0.019519,            0.013584,             0.36343,             0.31893,             0.27184,             0.09914,            0.054513,            0.014478,            0.011354,           0.0099208,           0.0099208,           0.0099208
                   6,            0.056088,            0.019452,            0.013077,             0.36077,             0.31765,             0.27658,             0.10355,             0.05385,            0.014098,            0.011279,            0.009901,            0.009901,            0.009901
                   7,            0.055124,            0.019667,             0.01249,             0.33992,             0.29784,             0.24747,             0.08812,            0.054581,            0.014716,            0.011873,           0.0098812,           0.0098812,           0.0098812
                   8,            0.054463,            0.019429,            0.012597,             0.37704,             0.35492,             0.28971,             0.10515,            0.053041,            0.014298,            0.011256,           0.0098614,           0.0098614,           0.0098614
                   9,            0.054032,            0.019475,            0.012061,             0.37347,             0.36754,             0.30142,             0.11479,            0.051435,            0.014165,            0.010611,           0.0098416,           0.0098416,           0.0098416
                  10,            0.053115,            0.019248,            0.011835,             0.39182,             0.38103,             0.32509,             0.12022,            0.051179,            0.014023,            0.010115,           0.0098218,           0.0098218,           0.0098218
                  11,             0.05312,            0.019179,             0.01175,             0.40264,             0.38066,             0.32476,             0.12146,             0.05098,             0.01378,           0.0097357,            0.009802,            0.009802,            0.009802
                  12,            0.052431,            0.018988,            0.011508,             0.39987,             0.37028,             0.33561,             0.13135,             0.04981,             0.01365,           0.0096718,           0.0097822,           0.0097822,           0.0097822
                  13,            0.052374,            0.019093,            0.011136,             0.43433,             0.39558,             0.36695,             0.14246,            0.050298,            0.013693,            0.010216,           0.0097624,           0.0097624,           0.0097624
                  14,            0.051817,            0.019206,            0.010573,             0.43192,             0.40458,              0.3588,             0.13553,            0.049716,            0.013531,           0.0098438,           0.0097426,           0.0097426,           0.0097426
                  15,            0.051625,            0.018668,            0.010747,             0.43486,             0.39915,             0.37271,              0.1504,            0.048679,            0.013641,           0.0091168,           0.0097228,           0.0097228,           0.0097228
                  16,            0.051264,            0.019128,            0.010232,             0.40108,             0.40212,             0.35574,             0.14241,            0.048495,            0.013561,           0.0093721,            0.009703,            0.009703,            0.009703
                  17,            0.051112,             0.01882,            0.010345,               0.425,             0.39091,             0.36133,             0.14305,            0.048348,            0.013591,           0.0091369,           0.0096832,           0.0096832,           0.0096832
                  18,            0.050534,            0.018752,           0.0097005,             0.41302,             0.40628,             0.36691,             0.14581,            0.048338,            0.013474,           0.0093655,           0.0096634,           0.0096634,           0.0096634
                  19,            0.050603,            0.018846,            0.010624,             0.45341,             0.41183,              0.3883,             0.15757,            0.047592,            0.013313,           0.0093131,           0.0096436,           0.0096436,           0.0096436
                  20,            0.050357,            0.018621,           0.0097989,             0.43763,             0.43028,             0.39202,             0.15967,            0.047687,            0.013272,           0.0089933,           0.0096238,           0.0096238,           0.0096238
                  21,            0.049942,            0.018806,           0.0096719,             0.44756,             0.42754,             0.38991,              0.1597,            0.046967,            0.013355,           0.0088582,            0.009604,            0.009604,            0.009604
                  22,             0.05003,            0.018893,           0.0097184,             0.45473,             0.43434,             0.40655,             0.16789,            0.046869,            0.013223,           0.0085315,           0.0095842,           0.0095842,           0.0095842
                  23,            0.049942,            0.018301,           0.0096413,             0.44431,              0.4514,              0.4065,             0.16708,            0.046535,            0.013195,           0.0082241,           0.0095644,           0.0095644,           0.0095644
                  24,            0.049812,            0.018406,           0.0094652,             0.44585,             0.43526,             0.40722,             0.16842,            0.046622,            0.013162,           0.0086219,           0.0095446,           0.0095446,           0.0095446
                  25,            0.049671,            0.018347,           0.0095023,             0.46884,             0.45525,             0.41745,             0.17337,            0.046683,            0.013137,           0.0086987,           0.0095248,           0.0095248,           0.0095248
                  26,            0.049147,            0.018594,           0.0094811,             0.44812,             0.46221,             0.40928,             0.17089,            0.045846,            0.013162,           0.0085182,            0.009505,            0.009505,            0.009505
                  27,            0.049452,            0.018423,           0.0092413,             0.47782,             0.45119,             0.42328,             0.17907,            0.045812,            0.013132,           0.0088287,           0.0094852,           0.0094852,           0.0094852
                  28,             0.04875,            0.018288,           0.0090213,             0.46406,             0.45056,             0.41933,             0.17797,            0.045453,            0.013127,           0.0083089,           0.0094654,           0.0094654,           0.0094654
                  29,            0.048872,            0.018517,           0.0096208,              0.4721,             0.45524,             0.42557,             0.17822,            0.045659,            0.013117,           0.0083123,           0.0094456,           0.0094456,           0.0094456
                  30,            0.049121,            0.018164,           0.0090178,              0.4867,             0.44707,             0.43481,             0.18239,            0.045615,            0.013045,           0.0086146,           0.0094258,           0.0094258,           0.0094258
                  31,            0.048756,            0.018837,           0.0087347,              0.4688,             0.45527,             0.42764,             0.18173,            0.045421,            0.012992,           0.0086357,            0.009406,            0.009406,            0.009406
